Lie-docaine,Channel,9,8.0,70.9
Lie-docaine,Channel,10,8.0,90.0
Lie-docaine,Channel,11,8.0,94.1
Lie-docaine,Channel,12,8.0,84.0
Lie-docaine,Channel,13,8.0,82.5
Lie-docaine,Channel,14,8.0,74.7
Lie-docaine,Channel,15,8.0,89.4
Lie-docaine,Channel,16,8.0,99.3
Lie-docaine,Channel,17,8.0,95.6
Lie-docaine,Channel,18,8.0,80.7
Lie-docaine,Channel,19,8.0,92.1
Lie-docaine,Channel,20,8.0,80.8
Lie-docaine,Channel,21,8.0,83.7
Lie-docaine,Channel,22,8.0,96.9
Lie-docaine,Channel,23,8.0,89.4
Lie-docaine,Channel,24,8.0,94.3
Lie-docaine,Channel,25,8.0,87.2
Lie-docaine,Channel,26,8.0,86.5
Lie-docaine,Channel,27,8.0,68.9
Lie-docaine,Channel,28,8.0,83.0
Lie-docaine,Channel,29,8.0,89.1
Lie-docaine,Channel,30,8.0,72.4
Lie-docaine,Channel,31,8.0,90.1
Lie-docaine,Channel,32,8.0,82.5
Lie-docaine,Channel,33,8.0,79.4
Lie-docaine,Channel,34,8.0,94.0
Lie-docaine,Channel,35,8.0,75.3
Lie-docaine,Channel,36,8.0,95.2
Lie-docaine,Channel,37,8.0,99.4
Lie-docaine,Channel,38,8.0,79.1
Lie-docaine,Channel,39,8.0,94.1
Lie-docaine,Channel,40,8.0,90.9
Lie-docaine,Channel,41,8.0,92.9
Lie-docaine,Channel,42,8.0,87.7
Lie-docaine,Channel,43,8.0,85.1
Lie-docaine,Channel,44,8.0,71.4
Lie-docaine,Channel,45,8.0,85.2
Lie-docaine,Channel,46,8.0,90.5
Lie-docaine,Channel,47,8.0,90.7
Lie-docaine,Channel,48,8.0,87.1
Lie-docaine,Channel,49,8.0,82.3
Lie-docaine,Channel,50,8.0,96.4
